EventID,EventType,EventDate,BookingLocation,Region,Team,Product,SourceSystem,Severity,IssueType
E0004010,High-Risk Transaction,2025-03-12,London,EMEA,Front Office,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0004024,Processing Error,2025-03-12,Singapore,APAC,Front Office,Advisory,CRM,High,Missing Mandatory Fields
E0004027,Data Quality Issue,2025-03-12,Singapore,APAC,Front Office,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0004063,Data Quality Issue,2025-03-13,Geneva,EMEA,Client Onboarding,Discretionary,Workflow,Low,Missing Mandatory Fields
E0004077,Data Quality Issue,2025-03-13,London,EMEA,Operations,Execution-only,CRM,Critical,Missing Mandatory Fields
E0004086,Incident,2025-03-13,New York,Americas,Operations,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0004091,Data Quality Issue,2025-03-13,Singapore,APAC,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0004097,Reconciliation Break,2025-03-13,Singapore,APAC,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0004113,Data Quality Issue,2025-03-14,Zurich,EMEA,Client Onboarding,Discretionary,Email Intake,Critical,Missing Mandatory Fields
E0004114,Incident,2025-03-14,Zurich,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0004120,Data Quality Issue,2025-03-14,Zurich,EMEA,Operations,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0004138,Data Quality Issue,2025-03-14,London,EMEA,Client Onboarding,Discretionary,CRM,Low,Missing Mandatory Fields
E0004143,Data Quality Issue,2025-03-14,London,EMEA,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0004157,Processing Error,2025-03-14,New York,Americas,Operations,Execution-only,Workflow,High,Missing Mandatory Fields
E0004161,Incident,2025-03-14,New York,Americas,Operations,Structured Products,Monitoring Tool,Critical,Missing Mandatory Fields
E0004164,Limit Breach,2025-03-14,Singapore,APAC,Front Office,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0004179,Data Quality Issue,2025-03-14,Hong Kong,APAC,Client Onboarding,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0004182,High-Risk Transaction,2025-03-15,Zurich,EMEA,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0004184,Reconciliation Break,2025-03-15,Zurich,EMEA,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0004199,Processing Error,2025-03-15,New York,Americas,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0004200,Processing Error,2025-03-15,New York,Americas,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0004208,Data Quality Issue,2025-03-15,Singapore,APAC,Front Office,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0004214,Reconciliation Break,2025-03-15,Singapore,APAC,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0004229,Complaint,2025-03-16,London,EMEA,Front Office,Advisory,CRM,Medium,Missing Mandatory Fields
E0004234,Data Quality Issue,2025-03-16,London,EMEA,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0004274,Data Quality Issue,2025-03-17,Geneva,EMEA,Client Onboarding,Advisory,Email Intake,High,Missing Mandatory Fields
E0004285,Incident,2025-03-17,London,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0004314,Overdue Task,2025-03-17,Singapore,APAC,Client Onboarding,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0004355,Data Quality Issue,2025-03-18,New York,Americas,Operations,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0004357,High-Risk Transaction,2025-03-18,New York,Americas,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0004362,Processing Error,2025-03-18,New York,Americas,Operations,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0004367,Reconciliation Break,2025-03-18,Singapore,APAC,Front Office,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0004373,Incident,2025-03-18,Hong Kong,APAC,Operations,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0004391,Processing Error,2025-03-19,Geneva,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0004424,Processing Error,2025-03-19,Hong Kong,APAC,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0004478,KYC Review Overdue,2025-03-20,London,EMEA,Operations,Structured Products,Workflow,Low,Missing Mandatory Fields
E0004483,Incident,2025-03-20,New York,Americas,Compliance & Controls,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0004491,Processing Error,2025-03-20,New York,Americas,Operations,Structured Products,CRM,Medium,Missing Mandatory Fields
E0004506,Processing Error,2025-03-20,Hong Kong,APAC,Client Onboarding,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0004508,Data Quality Issue,2025-03-20,Hong Kong,APAC,Front Office,,Workflow,Low,Missing Mandatory Fields
E0004515,Data Quality Issue,2025-03-21,Zurich,EMEA,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0004524,Processing Error,2025-03-21,Geneva,EMEA,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0004564,Data Quality Issue,2025-03-21,Singapore,APAC,Operations,Advisory,Email Intake,High,Missing Mandatory Fields
E0004565,High-Risk Transaction,2025-03-21,Singapore,APAC,Front Office,Discretionary,Core Banking,High,Missing Mandatory Fields
E0004577,Data Quality Issue,2025-03-21,,,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0004629,Processing Error,2025-03-22,Singapore,APAC,Client Onboarding,Execution-only,Email Intake,High,Missing Mandatory Fields
E0004635,Incident,2025-03-22,Hong Kong,APAC,Operations,Advisory,CRM,Low,Missing Mandatory Fields
E0004653,Processing Error,2025-03-23,Geneva,EMEA,Operations,Execution-only,Monitoring Tool,High,Missing Mandatory Fields
E0004659,Processing Error,2025-03-23,London,EMEA,Operations,Execution-only,CRM,High,Missing Mandatory Fields
E0004662,Processing Error,2025-03-23,New York,Americas,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0004667,Reconciliation Break,2025-03-23,New York,Americas,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0004744,Incident,2025-03-25,Geneva,EMEA,Front Office,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0004774,Incident,2025-03-25,New York,Americas,Operations,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0004817,Data Quality Issue,2025-03-26,Geneva,EMEA,Operations,Structured Products,CRM,Medium,Missing Mandatory Fields
E0004836,High-Risk Transaction,2025-03-26,New York,Americas,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0004865,High-Risk Transaction,2025-03-27,Zurich,EMEA,Client Onboarding,Lombard Lending,Workflow,High,Missing Mandatory Fields
E0004885,Data Quality Issue,2025-03-27,London,EMEA,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0004900,Data Quality Issue,2025-03-27,New York,Americas,Operations,Execution-only,Core Banking,High,Missing Mandatory Fields
E0004908,Reconciliation Break,2025-03-27,Hong Kong,APAC,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0004932,Reconciliation Break,2025-03-28,Zurich,EMEA,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0004939,High-Risk Transaction,2025-03-28,Geneva,EMEA,Front Office,Discretionary,CRM,Medium,Missing Mandatory Fields
E0004978,Data Quality Issue,2025-03-28,Singapore,APAC,Operations,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0004989,Processing Error,2025-03-28,Hong Kong,APAC,Client Onboarding,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0005017,Data Quality Issue,2025-03-29,Geneva,EMEA,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0005019,Processing Error,2025-03-29,Geneva,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0005027,Processing Error,2025-03-29,New York,Americas,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0005059,Data Quality Issue,2025-03-30,Geneva,EMEA,Operations,Execution-only,Email Intake,High,Missing Mandatory Fields
E0005075,Processing Error,2025-03-30,Singapore,APAC,Operations,Discretionary,Core Banking,High,Missing Mandatory Fields
E0005084,Processing Error,2025-03-30,Hong Kong,APAC,Operations,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0005085,Processing Error,2025-03-30,Hong Kong,APAC,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0005179,Processing Error,2025-04-01,Geneva,EMEA,Operations,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0005209,Data Quality Issue,2025-04-01,Singapore,APAC,Front Office,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0005223,Reconciliation Break,2025-04-01,Hong Kong,APAC,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0005241,Incident,2025-04-02,Geneva,EMEA,Front Office,Structured Products,Monitoring Tool,Medium,Missing Mandatory Fields
E0005259,Processing Error,2025-04-02,Singapore,APAC,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0005294,High-Risk Transaction,2025-04-03,London,EMEA,Front Office,Discretionary,CRM,Medium,Missing Mandatory Fields
E0005321,Data Quality Issue,2025-04-03,Singapore,APAC,Client Onboarding,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0005352,Processing Error,2025-04-04,Geneva,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0005359,Reconciliation Break,2025-04-04,London,EMEA,Client Onboarding,Advisory,CRM,High,Missing Mandatory Fields
E0005360,Data Quality Issue,2025-04-04,London,EMEA,Client Onboarding,Advisory,Workflow,Low,Missing Mandatory Fields
E0005374,Incident,2025-04-04,New York,Americas,Compliance & Controls,Discretionary,CRM,High,Missing Mandatory Fields
E0005381,Processing Error,2025-04-04,New York,Americas,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0005388,KYC Review Overdue,2025-04-04,Singapore,APAC,Compliance & Controls,Advisory,CRM,Medium,Missing Mandatory Fields
E0005410,Processing Error,2025-04-05,Zurich,EMEA,Operations,Execution-only,Monitoring Tool,High,Missing Mandatory Fields
E0005426,Data Quality Issue,2025-04-05,London,EMEA,Operations,Structured Products,CRM,High,Missing Mandatory Fields
E0005443,Complaint,2025-04-06,Zurich,EMEA,Front Office,Discretionary,Workflow,High,Missing Mandatory Fields
E0005449,Processing Error,2025-04-06,Geneva,EMEA,Operations,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0005456,High-Risk Transaction,2025-04-06,London,EMEA,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0005484,Processing Error,2025-04-07,Zurich,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0005492,High-Risk Transaction,2025-04-07,Geneva,EMEA,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0005502,Data Quality Issue,2025-04-07,London,EMEA,Client Onboarding,Discretionary,Core Banking,High,Missing Mandatory Fields
E0005509,Processing Error,2025-04-07,New York,Americas,Operations,Advisory,Workflow,High,Missing Mandatory Fields
E0005513,Data Quality Issue,2025-04-07,New York,Americas,Operations,Discretionary,Workflow,High,Missing Mandatory Fields
E0005544,Data Quality Issue,2025-04-08,Zurich,EMEA,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0005548,Data Quality Issue,2025-04-08,Zurich,EMEA,Front Office,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0005551,Overdue Task,2025-04-08,Zurich,EMEA,Client Onboarding,Structured Products,Workflow,Medium,Missing Mandatory Fields
E0005558,Reconciliation Break,2025-04-08,Geneva,EMEA,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0005584,Processing Error,2025-04-08,New York,Americas,Front Office,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0005596,Data Quality Issue,2025-04-08,Hong Kong,APAC,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0005614,Processing Error,2025-04-09,Zurich,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0005622,High-Risk Transaction,2025-04-09,Zurich,EMEA,Front Office,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0005633,High-Risk Transaction,2025-04-09,Geneva,EMEA,Front Office,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0005660,Data Quality Issue,2025-04-09,Singapore,APAC,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0005691,Data Quality Issue,2025-04-10,Geneva,EMEA,Client Onboarding,Execution-only,CRM,High,Missing Mandatory Fields
E0005695,Processing Error,2025-04-10,London,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0005697,Processing Error,2025-04-10,London,EMEA,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0005702,Data Quality Issue,2025-04-10,London,EMEA,Front Office,Execution-only,Workflow,High,Missing Mandatory Fields
E0005705,Processing Error,2025-04-10,London,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0005718,Processing Error,2025-04-10,Singapore,APAC,Operations,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0005723,Data Quality Issue,2025-04-10,Singapore,APAC,Operations,Execution-only,Email Intake,Critical,Missing Mandatory Fields
E0005765,Data Quality Issue,2025-04-11,London,EMEA,Client Onboarding,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0005768,High-Risk Transaction,2025-04-11,London,EMEA,Front Office,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0005777,High-Risk Transaction,2025-04-11,New York,Americas,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0005802,Data Quality Issue,2025-04-11,Hong Kong,APAC,Operations,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0005806,Data Quality Issue,2025-04-12,Zurich,EMEA,Front Office,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0005811,Limit Breach,2025-04-12,Zurich,EMEA,Front Office,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0005845,Data Quality Issue,2025-04-12,Singapore,APAC,Front Office,Structured Products,CRM,Low,Missing Mandatory Fields
E0005878,High-Risk Transaction,2025-04-13,London,EMEA,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0005884,Incident,2025-04-13,New York,Americas,Operations,Advisory,Workflow,Critical,Missing Mandatory Fields
E0005893,Data Quality Issue,2025-04-13,Singapore,APAC,Front Office,Execution-only,CRM,Low,Missing Mandatory Fields
E0005902,Reconciliation Break,2025-04-13,Hong Kong,APAC,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0005925,High-Risk Transaction,2025-04-14,London,EMEA,Front Office,Advisory,Workflow,High,Missing Mandatory Fields
E0005941,Incident,2025-04-14,London,EMEA,Front Office,Lombard Lending,CRM,Medium,Missing Mandatory Fields
E0005944,Processing Error,2025-04-14,London,EMEA,Operations,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0005972,Data Quality Issue,2025-04-14,Hong Kong,APAC,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0005978,High-Risk Transaction,2025-04-15,Zurich,EMEA,Front Office,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0005995,Overdue Task,2025-04-15,Geneva,EMEA,Compliance & Controls,Execution-only,CRM,Medium,Missing Mandatory Fields
E0006084,Overdue Task,2025-04-16,New York,Americas,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0006092,Processing Error,2025-04-16,Singapore,APAC,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0006095,High-Risk Transaction,2025-04-16,Singapore,APAC,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0006121,Data Quality Issue,2025-04-17,Zurich,EMEA,Compliance & Controls,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0006141,High-Risk Transaction,2025-04-17,London,EMEA,Front Office,Execution-only,CRM,Medium,Missing Mandatory Fields
E0006145,Data Quality Issue,2025-04-17,London,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0006151,Reconciliation Break,2025-04-17,New York,Americas,Compliance & Controls,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0006193,Overdue Task,2025-04-18,Zurich,EMEA,Client Onboarding,Discretionary,Workflow,High,Missing Mandatory Fields
E0006199,Data Quality Issue,2025-04-18,Zurich,EMEA,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0006202,Data Quality Issue,2025-04-18,Zurich,EMEA,Client Onboarding,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0006212,Processing Error,2025-04-18,Geneva,EMEA,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0006225,Overdue Task,2025-04-18,London,EMEA,Operations,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0006229,Processing Error,2025-04-18,New York,Americas,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0006235,Data Quality Issue,2025-04-18,New York,Americas,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0006242,Processing Error,2025-04-18,Singapore,APAC,Operations,Advisory,CRM,Low,Missing Mandatory Fields
E0006267,Incident,2025-04-19,Zurich,EMEA,Compliance & Controls,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0006272,KYC Review Overdue,2025-04-19,Geneva,EMEA,Front Office,Discretionary,CRM,Low,Missing Mandatory Fields
E0006304,Data Quality Issue,2025-04-19,Singapore,APAC,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0006326,Data Quality Issue,2025-04-20,Geneva,EMEA,Client Onboarding,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0006329,Processing Error,2025-04-20,Geneva,EMEA,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0006340,Data Quality Issue,2025-04-20,London,EMEA,Client Onboarding,Execution-only,Workflow,Critical,Missing Mandatory Fields
E0006353,High-Risk Transaction,2025-04-20,Hong Kong,APAC,Front Office,Lombard Lending,Monitoring Tool,Critical,Missing Mandatory Fields
E0006356,Data Quality Issue,2025-04-21,Zurich,EMEA,Client Onboarding,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0006359,High-Risk Transaction,2025-04-21,Zurich,EMEA,Front Office,Discretionary,CRM,Medium,Missing Mandatory Fields
E0006414,Data Quality Issue,2025-04-21,Hong Kong,APAC,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0006483,Processing Error,2025-04-22,Singapore,APAC,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0006499,Incident,2025-04-23,Zurich,EMEA,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0006543,Processing Error,2025-04-23,New York,Americas,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0006608,High-Risk Transaction,2025-04-24,New York,Americas,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0006615,Complaint,2025-04-24,Hong Kong,APAC,Front Office,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0006622,High-Risk Transaction,2025-04-25,Zurich,EMEA,Front Office,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0006624,Processing Error,2025-04-25,Zurich,EMEA,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0006662,Data Quality Issue,2025-04-25,London,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0006668,Overdue Task,2025-04-25,London,EMEA,Operations,Structured Products,CRM,Medium,Missing Mandatory Fields
E0006669,Overdue Task,2025-04-25,London,EMEA,Operations,Structured Products,Workflow,Low,Missing Mandatory Fields
E0006716,Data Quality Issue,2025-04-26,Geneva,EMEA,Client Onboarding,Execution-only,Workflow,Low,Missing Mandatory Fields
E0006736,High-Risk Transaction,2025-04-26,New York,Americas,Front Office,Discretionary,CRM,Low,Missing Mandatory Fields
E0006742,Processing Error,2025-04-26,New York,Americas,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0006744,Data Quality Issue,2025-04-26,New York,Americas,Front Office,Lombard Lending,Monitoring Tool,High,Missing Mandatory Fields
E0006781,High-Risk Transaction,2025-04-27,Geneva,EMEA,Front Office,Advisory,Workflow,Medium,Missing Mandatory Fields
E0006806,Data Quality Issue,2025-04-27,New York,Americas,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0006859,Processing Error,2025-04-28,New York,Americas,Operations,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0006875,Limit Breach,2025-04-28,Hong Kong,APAC,Front Office,Discretionary,CRM,Medium,Missing Mandatory Fields
E0006877,Incident,2025-04-29,Zurich,EMEA,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0006879,Processing Error,2025-04-29,Zurich,EMEA,Operations,Discretionary,Core Banking,High,Missing Mandatory Fields
E0006908,Data Quality Issue,2025-04-29,London,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0006911,Data Quality Issue,2025-04-29,London,EMEA,Client Onboarding,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0006933,Data Quality Issue,2025-04-29,Singapore,APAC,Client Onboarding,Structured Products,Monitoring Tool,Medium,Missing Mandatory Fields
E0006952,High-Risk Transaction,2025-04-30,Zurich,EMEA,Operations,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0007015,Processing Error,2025-05-01,London,EMEA,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0007044,Overdue Task,2025-05-01,Singapore,APAC,Front Office,Structured Products,Workflow,Low,Missing Mandatory Fields
E0007063,High-Risk Transaction,2025-05-02,Zurich,EMEA,Compliance & Controls,Discretionary,CRM,Critical,Missing Mandatory Fields
E0007064,Data Quality Issue,2025-05-02,Zurich,EMEA,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0007068,Data Quality Issue,2025-05-02,Zurich,EMEA,Client Onboarding,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0007076,Data Quality Issue,2025-05-02,London,EMEA,Client Onboarding,Execution-only,CRM,Medium,Missing Mandatory Fields
E0007096,High-Risk Transaction,2025-05-02,Singapore,APAC,Front Office,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0007106,Data Quality Issue,2025-05-03,Zurich,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0007107,Data Quality Issue,2025-05-03,Zurich,EMEA,Client Onboarding,Structured Products,CRM,Medium,Missing Mandatory Fields
E0007111,Processing Error,2025-05-03,Geneva,EMEA,Operations,Discretionary,CRM,High,Missing Mandatory Fields
E0007140,Overdue Task,2025-05-03,New York,Americas,Client Onboarding,Structured Products,CRM,Medium,Missing Mandatory Fields
E0007150,Processing Error,2025-05-03,Hong Kong,APAC,Operations,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0007194,High-Risk Transaction,2025-05-04,Hong Kong,APAC,Client Onboarding,Structured Products,CRM,High,Missing Mandatory Fields
E0007201,Data Quality Issue,2025-05-05,Zurich,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0007213,Processing Error,2025-05-05,London,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0007218,Reconciliation Break,2025-05-05,New York,Americas,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0007220,Data Quality Issue,2025-05-05,New York,Americas,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0007226,Data Quality Issue,2025-05-05,New York,Americas,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0007229,Data Quality Issue,2025-05-05,New York,Americas,Front Office,Execution-only,Core Banking,High,Missing Mandatory Fields
E0007251,Processing Error,2025-05-05,Hong Kong,APAC,Operations,Lombard Lending,CRM,Medium,Missing Mandatory Fields
E0007261,Data Quality Issue,2025-05-06,Zurich,EMEA,Operations,Execution-only,CRM,Medium,Missing Mandatory Fields
E0007271,Reconciliation Break,2025-05-06,Geneva,EMEA,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0007289,Incident,2025-05-06,New York,Americas,Operations,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0007324,KYC Review Overdue,2025-05-07,Zurich,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0007337,Processing Error,2025-05-07,London,EMEA,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0007346,Data Quality Issue,2025-05-07,New York,Americas,Client Onboarding,Advisory,CRM,Medium,Missing Mandatory Fields
E0007359,High-Risk Transaction,2025-05-07,Singapore,APAC,Front Office,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0007362,Data Quality Issue,2025-05-07,Singapore,APAC,Client Onboarding,Discretionary,CRM,High,Missing Mandatory Fields
E0007390,Processing Error,2025-05-08,Zurich,EMEA,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0007393,Reconciliation Break,2025-05-08,Zurich,EMEA,Operations,Execution-only,Workflow,High,Missing Mandatory Fields
E0007411,High-Risk Transaction,2025-05-08,London,EMEA,Front Office,Execution-only,CRM,Critical,Missing Mandatory Fields
E0007416,Processing Error,2025-05-08,London,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0007420,Data Quality Issue,2025-05-08,New York,Americas,Operations,Advisory,Core Banking,High,Missing Mandatory Fields
E0007436,Incident,2025-05-08,Singapore,APAC,Operations,Lombard Lending,Core Banking,High,Missing Mandatory Fields
E0007442,Incident,2025-05-08,Hong Kong,APAC,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0007446,Data Quality Issue,2025-05-08,Hong Kong,APAC,Operations,Structured Products,Email Intake,High,Missing Mandatory Fields
E0007493,Processing Error,2025-05-09,Singapore,APAC,Client Onboarding,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0007495,Processing Error,2025-05-09,Singapore,APAC,Operations,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0007514,Processing Error,2025-05-10,London,EMEA,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0007515,Data Quality Issue,2025-05-10,London,EMEA,Front Office,Advisory,Workflow,Critical,Missing Mandatory Fields
E0007516,Data Quality Issue,2025-05-10,London,EMEA,Client Onboarding,Advisory,Core Banking,Low,Missing Mandatory Fields
E0007520,Incident,2025-05-10,London,EMEA,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0007532,Data Quality Issue,2025-05-10,Singapore,APAC,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0007539,Processing Error,2025-05-10,Hong Kong,APAC,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0007546,Processing Error,2025-05-11,Zurich,EMEA,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0007557,Processing Error,2025-05-11,Geneva,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0007559,Data Quality Issue,2025-05-11,London,EMEA,Client Onboarding,Advisory,Email Intake,Low,Missing Mandatory Fields
E0007560,Processing Error,2025-05-11,London,EMEA,Compliance & Controls,Advisory,CRM,Medium,Missing Mandatory Fields
E0007576,Reconciliation Break,2025-05-11,Singapore,APAC,Operations,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0007580,Data Quality Issue,2025-05-11,Singapore,APAC,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0007607,High-Risk Transaction,2025-05-12,Geneva,EMEA,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0007616,Reconciliation Break,2025-05-12,Geneva,EMEA,Operations,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
